Name,Platform,Year_of_Release,Genre,NA_Sales,Global_Sales,Critic_Score,User_Score,Rating
Space Invaders Revolution,DS,2005.0,Shooter,0.01,0.01,49.0,5.2,E
Shaun White Skateboarding,X360,2010.0,Sports,0.1,0.16,61.0,5.3,T
Fight Night Round 3,XB,2006.0,Fighting,0.26,0.33,83.0,9.0,T
Dynasty Warriors 3,PS2,2001.0,Action,0.53,1.87,78.0,9.1,T
Cabela's Big Game Hunter 2005 Adventures,PS2,2004.0,Sports,0.28,0.56,55.0,8.4,T
Project Spark,XOne,2014.0,Misc,0.11,0.17,73.0,7.0,E10+
Portal 2,PC,2011.0,Shooter,0.33,0.76,95.0,8.8,E10+
Perfect Dark Zero,X360,2005.0,Shooter,0.66,0.77,81.0,7.3,M
Dance Dance Revolution Ultramix 2,XB,2004.0,Simulation,0.32,0.42,78.0,7.1,E
Just Dance 2,Wii,2010.0,Misc,5.8,9.44,74.0,7.3,E10+
Tenkai Knights: Brave Battle,3DS,2014.0,Action,0.01,0.02,26.0,2.4,E10+
MLB 12: The Show,PS3,2012.0,Sports,0.86,0.92,87.0,7.5,E
Donkey Kong Barrel Blast,Wii,2007.0,Racing,0.19,0.62,46.0,6.8,E
Skylanders: SuperChargers,XOne,2015.0,Action,0.17,0.24,76.0,5.5,E10+
Ben 10 Alien Force: Vilgax Attacks,X360,2009.0,Action,0.11,0.22,61.0,8.3,E10+
Harvest Moon: Hero of Leaf Valley,PSP,2009.0,Simulation,0.07,0.14,74.0,7.9,E
Heavenly Sword,PS3,2007.0,Action,0.57,1.65,79.0,8.3,T
Skate it,Wii,2008.0,Sports,0.5,0.58,70.0,8.4,E
God of War II,PS2,2007.0,Action,2.32,4.07,93.0,8.9,M
Yggdra Union: We'll Never Fight Alone,PSP,2008.0,Role-Playing,0.05,0.1,73.0,7.9,T
Cooking Mama,DS,2006.0,Simulation,3.07,5.63,67.0,7.2,E
K-1 World Grand Prix,PS2,2002.0,Sports,0.04,0.18,67.0,9.0,T
Star Wars: Battlefront II,XB,2005.0,Shooter,1.22,1.67,83.0,8.9,T
TMNT,PSP,2007.0,Action,0.1,0.11,37.0,4.1,E10+
NBA 2K14,XOne,2013.0,Sports,0.7,0.91,86.0,5.7,E
Infinite Undiscovery,X360,2008.0,Role-Playing,0.34,0.7,68.0,7.0,T
MLB 14: The Show,PS4,2014.0,Sports,0.58,0.72,83.0,7.7,E
Arc Rise Fantasia,Wii,2009.0,Role-Playing,0.12,0.19,64.0,7.8,T
Madden NFL 07,PS3,2006.0,Sports,0.47,0.52,76.0,4.2,E
"Monsters, Inc. Scream Team",PS,2001.0,Platform,0.31,0.56,65.0,6.9,E
MySims,PC,2008.0,Simulation,0.0,0.03,70.0,6.4,E
Harry Potter and the Order of the Phoenix,PSP,2007.0,Action,0.1,0.37,52.0,7.6,E10+
NFL GameDay 2002,PS,2001.0,Sports,0.23,0.4,62.0,8.8,E
Petz Wild Animals: Dolphinz,DS,2007.0,Simulation,0.71,1.32,,,E
Super Smash Bros. Melee,GC,2001.0,Fighting,4.41,7.07,92.0,9.1,T
Colin McRae Rally 04,XB,2004.0,Racing,0.08,0.1,84.0,8.1,E
Yakuza 5,PS3,2012.0,Action,0.0,0.59,83.0,8.5,M
The BIGS,PS3,2007.0,Sports,0.15,0.16,77.0,7.2,E
Major League Baseball 2K6,XB,2006.0,Sports,0.24,0.33,71.0,5.7,E
El Shaddai: Ascension of the Metatron,PS3,2011.0,Action,0.11,0.28,78.0,7.5,T
FIFA 14,PS3,2013.0,Sports,0.78,6.47,86.0,4.3,E
FIFA 2001 Major League Soccer,PS,2000.0,Sports,0.18,0.32,85.0,7.8,E
Final Fantasy X,PS2,2001.0,Role-Playing,2.91,8.05,92.0,8.7,T
Tom Clancy's Ghost Recon,XB,2002.0,Shooter,1.23,1.76,84.0,6.1,M
Just Cause,PS2,2006.0,Action,0.01,0.02,67.0,7.9,M
Smuggler's Run,PS2,2000.0,Racing,0.77,1.56,79.0,6.8,T
Sonic Lost World,WiiU,2013.0,Platform,0.23,0.39,63.0,7.3,E10+
The Inner World,PC,2013.0,Adventure,0.0,0.03,72.0,8.1,
Tactics Ogre: The Knight of Lodis,GBA,2001.0,Role-Playing,0.13,0.5,88.0,9.1,E
BioShock Infinite,X360,2013.0,Shooter,1.22,1.93,93.0,8.5,M
Dragon Ball Z: Burst Limit,X360,2008.0,Fighting,0.24,0.49,72.0,7.6,T
Thor: God of Thunder,X360,2011.0,Action,0.09,0.14,38.0,5.7,T
Tony Hawk's American Wasteland,XB,2005.0,Sports,0.4,0.62,77.0,7.7,T
Madden NFL 11,PS3,2010.0,Sports,2.04,2.38,83.0,6.1,E
Exist Archive: The Other Side of the Sky,PSV,2015.0,Role-Playing,0.01,0.06,71.0,8.3,T
The King of Fighters XII,PS3,2009.0,Fighting,0.11,0.16,57.0,5.3,T
Inversion,PC,,Shooter,0.01,0.01,59.0,6.7,M
Justice League Heroes,DS,2006.0,Role-Playing,0.08,0.09,43.0,5.7,E10+
Euro Truck Simulator 2,PC,2012.0,Action,0.0,0.13,79.0,8.7,
Rugby 15,XOne,2015.0,Sports,0.03,0.09,20.0,3.1,E
Oddworld: Munch's Oddysee,GBA,2003.0,Platform,0.04,0.06,44.0,2.5,E
Batman: Return to Arkham,PS4,2016.0,Action,0.07,0.26,73.0,8.5,T
NBA 2K6,X360,2005.0,Action,0.21,0.23,81.0,8.6,E
Kung Fu Chaos,XB,2003.0,Fighting,0.21,0.28,68.0,8.5,T
Soul Sacrifice,PSV,2013.0,Role-Playing,0.15,0.51,77.0,8.2,M
Big Mutha Truckers,XB,2002.0,Racing,0.15,0.19,59.0,4.3,T
Lunar: Dragon Song,DS,2005.0,Role-Playing,0.11,0.12,59.0,6.2,E10+
Warhammer: Battle For Atluma,PSP,2006.0,Action,0.06,0.07,55.0,7.4,T
Sacred 3,X360,2014.0,Role-Playing,0.03,0.05,51.0,4.1,M
Armed and Dangerous,XB,2003.0,Shooter,0.09,0.13,79.0,7.2,T
LEGO The Hobbit,PS4,2014.0,Action,0.13,0.6,72.0,6.6,E10+
SSX,PS3,2012.0,Sports,0.35,0.91,81.0,6.8,E
Rock Band,Wii,,Misc,1.33,2.08,80.0,6.3,T
Halo: The Master Chief Collection,XOne,2014.0,Shooter,1.91,3.23,85.0,7.2,M
High Heat Major League Baseball 2004,XB,2003.0,Sports,0.06,0.08,83.0,8.4,E
NFL Street 2 Unleashed,PSP,2005.0,Sports,0.34,0.37,73.0,7.4,E
Hitman: Blood Money,XB,2006.0,Action,0.11,0.14,81.0,9.1,M
Pro Evolution Soccer 2016,PS4,2015.0,Sports,0.13,0.79,87.0,7.1,E
Bratz: Rock Angelz,PS2,2005.0,Misc,0.19,0.38,60.0,5.1,E
Borderlands,PC,2009.0,Shooter,0.01,0.18,81.0,7.8,M
The Bard's Tale,PS2,2004.0,Role-Playing,0.1,0.21,76.0,8.6,T
Skate,PS3,2007.0,Sports,0.29,0.37,85.0,8.2,T
Yakuza,PS2,2005.0,Action,0.03,0.8,75.0,8.2,M
Madden NFL 2001,PS,2000.0,Sports,1.58,1.67,90.0,6.8,E
NeverDead,PS3,2012.0,Shooter,0.06,0.12,50.0,4.7,M
Antz Extreme Racing,PS2,2002.0,Racing,0.02,0.04,31.0,5.0,E
Army Men: Major Malfunction,XB,2006.0,Shooter,0.01,0.02,36.0,4.0,T
Rocky Balboa,PSP,2007.0,Sports,0.01,0.1,58.0,6.6,T
Vietcong: Purple Haze,PS2,2004.0,Shooter,0.09,0.18,48.0,4.3,M
Harry Potter and the Sorcerer's Stone,GBA,2001.0,Action,0.87,1.69,64.0,7.1,E
Tiger Woods PGA Tour 2003,XB,2002.0,Sports,0.35,0.44,88.0,8.5,E
RedCard 20-03,PS2,2002.0,Sports,0.03,0.07,73.0,9.0,E
Frogger's Adventures: The Rescue,PS2,2003.0,Platform,0.16,0.32,59.0,8.5,E
Codename: Panzers Phase Two,PC,2005.0,Strategy,0.0,0.01,80.0,8.1,T
Divinity II: Ego Draconis,X360,2009.0,Role-Playing,0.18,0.24,62.0,6.4,M
Lost in Shadow,Wii,2010.0,Platform,0.09,0.12,68.0,8.7,E10+
Tony Hawk's Proving Ground,Wii,2007.0,Sports,0.22,0.25,57.0,6.2,T
Pirates of the Caribbean: At World's End,PS3,2007.0,Action,0.17,0.73,55.0,6.9,T
Tiger Woods PGA Tour 06,XB,2005.0,Sports,0.35,0.48,81.0,5.1,E
Dungeon Defenders,PC,2011.0,Role-Playing,0.02,0.02,81.0,7.3,E10+
V-Rally 3,PS2,2002.0,Racing,0.03,0.06,82.0,7.4,E
Quake 4,PC,2005.0,Shooter,0.0,0.02,81.0,7.6,M
Tokobot,PSP,2005.0,Platform,0.06,0.06,72.0,7.3,E
Alpha Protocol,X360,2010.0,Role-Playing,0.23,0.39,63.0,7.2,M
Samurai Western,PS2,2004.0,Action,0.04,0.08,58.0,7.6,M
Classic NES Series: The Legend of Zelda,GBA,2004.0,Adventure,0.46,0.89,84.0,8.6,E
Legend of the Guardians: The Owls of Ga'Hoole,X360,2010.0,Action,0.06,0.07,60.0,8.0,E10+
Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006.0,Fighting,0.66,0.79,73.0,8.6,T
Uncharted 3: Drake's Deception,PS3,2011.0,Action,2.77,6.74,92.0,8.3,T
Warriors Orochi 3,PS3,2011.0,Action,0.0,0.62,70.0,7.9,T
Eragon,X360,2006.0,Action,0.12,0.14,48.0,5.7,T
Folklore,PS3,2007.0,Role-Playing,0.2,0.32,75.0,8.2,T
Astonishia Story,PSP,2006.0,Role-Playing,0.03,0.03,48.0,4.9,E10+
Mirror's Edge,PS3,2008.0,Platform,0.31,1.13,79.0,7.8,T
Driven,PS2,2001.0,Racing,0.08,0.15,38.0,3.4,T
WipEout Pure,PSP,2005.0,Racing,0.47,1.03,88.0,7.9,E
Altered Beast: Guardian of the Realms,GBA,2002.0,Action,0.07,0.09,63.0,4.8,T
Ride 2,PC,2016.0,Racing,0.0,0.01,78.0,7.9,E
SimCity 4,PC,2003.0,Simulation,0.01,0.29,84.0,8.7,E
Just Dance 2016,XOne,2015.0,Misc,0.25,0.32,66.0,6.1,E10+
Shifters,PS2,2002.0,Adventure,0.03,0.05,37.0,5.9,T
LEGO Pirates of the Caribbean: The Video Game,PC,2011.0,Action,0.03,0.03,73.0,6.6,E10+
The First Templar,PC,2011.0,Action,0.06,0.08,57.0,5.8,T
Champions: Return to Arms,PS2,2005.0,Role-Playing,0.32,0.65,77.0,8.8,T
Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006.0,Shooter,1.4,1.54,90.0,8.0,T
Wreckless: ThE YaKuza MisSiOns,PS2,2002.0,Racing,0.11,0.22,60.0,,T
Knockout Kings 2002,XB,2002.0,Sports,0.2,0.27,78.0,7.9,T
Warcraft III: The Frozen Throne,PC,2003.0,Strategy,0.58,1.54,88.0,9.0,T
Family Feud: 2010 Edition,Wii,2009.0,Misc,0.58,0.62,,,E
Bejeweled Twist,PC,2008.0,Puzzle,0.01,0.05,78.0,7.3,E
Harry Potter and the Goblet of Fire,GC,2005.0,Action,0.32,0.42,69.0,6.3,E10+
Killer is Dead,PS3,2013.0,Action,0.12,0.23,64.0,7.9,M
MX Unleashed,PS2,2004.0,Racing,0.94,1.92,80.0,9.2,E
Real World Golf,PS2,2005.0,Sports,0.05,0.11,73.0,6.3,E
MLB Front Office Manager,PS3,2009.0,Sports,0.07,0.08,49.0,6.5,E
Battlefield 1,PS4,2016.0,Shooter,1.1,4.08,88.0,8.4,M
One Piece: Unlimited World Red,WiiU,2014.0,Action,0.0,0.06,66.0,7.8,T
Need for Speed: ProStreet,Wii,2007.0,Racing,0.53,1.1,61.0,6.9,E10+
Street Fighter X Tekken,X360,2012.0,Fighting,0.31,0.47,83.0,4.4,T
WWE Raw 2,XB,2003.0,Fighting,0.43,0.56,68.0,7.3,T
Ikaruga,GC,2003.0,Shooter,0.07,0.09,85.0,8.5,E
God of War: Ghost of Sparta,PSP,2010.0,Action,0.41,1.0,86.0,8.4,M
Tenchu: Wrath of Heaven,PS2,2003.0,Action,0.44,1.14,79.0,8.4,M
DJ Hero 2,PS3,2010.0,Misc,0.47,0.75,86.0,7.8,T
Skylanders SWAP Force,3DS,2013.0,Platform,0.1,0.24,68.0,6.4,E10+
Deus Ex: Human Revolution,X360,2011.0,Shooter,0.76,1.37,89.0,8.3,M
Major League Baseball 2K11,X360,2011.0,Sports,0.4,0.45,69.0,6.8,E
Your Shape: Fitness Evolved 2013,WiiU,2012.0,Action,0.06,0.13,76.0,6.3,E10+
Homefront,X360,2011.0,Shooter,0.83,1.45,70.0,6.0,M
Blitz: The League,X360,2006.0,Sports,0.15,0.16,69.0,6.5,M
Victorious: Hollywood Arts Debut,DS,2011.0,Misc,0.13,0.15,,,E
Forza Motorsport 4,X360,2011.0,Racing,2.08,4.57,91.0,8.2,E
Shrek 2,PS2,2004.0,Platform,1.12,1.86,71.0,8.5,E
Kinect Rush: A Disney Pixar Adventure,X360,2012.0,Adventure,0.38,0.58,68.0,5.1,E
Hearts of Iron III,PC,2009.0,Strategy,0.02,0.07,77.0,7.1,E10+
Miami Nights: Singles in the City,DS,2008.0,Simulation,0.08,0.08,48.0,7.1,T
NBA Ballers: Rebound,PSP,2006.0,Sports,0.09,0.1,69.0,7.7,E
Lips,X360,2008.0,Misc,0.12,0.77,71.0,7.4,T
Oreshika: Tainted Bloodlines,PSV,2014.0,Role-Playing,0.0,0.15,78.0,8.0,T
Wing Island,Wii,2006.0,Simulation,0.03,0.05,47.0,4.9,E
Bad Boys: Miami Takedown,GC,2004.0,Shooter,0.03,0.05,35.0,2.0,M
Fight Night Champion,X360,2011.0,Fighting,0.4,0.78,86.0,7.4,M
Overlord II,PS3,2009.0,Action,0.11,0.32,72.0,7.6,T
Alien Syndrome,Wii,2007.0,Role-Playing,0.05,0.06,48.0,7.1,T
Indigo Prophecy,XB,2005.0,Adventure,0.07,0.1,84.0,7.7,M
Tiger Woods PGA Tour 09,PS3,2008.0,Sports,0.34,0.65,82.0,7.2,E
Jewel Master: Cradle of Persia,DS,2012.0,Puzzle,0.0,0.05,,,E
Darksiders II,PS3,2012.0,Action,0.35,0.84,84.0,7.1,M
Shadows of the Damned,X360,2011.0,Action,0.1,0.19,76.0,8.4,M
Prince of Persia: Warrior Within,PS2,2004.0,Action,0.54,1.64,83.0,8.5,M
Blue Dragon,X360,2006.0,Role-Playing,0.3,0.92,79.0,7.8,T
Dark Souls II,X360,2014.0,Role-Playing,0.48,0.74,91.0,7.9,T
DC Universe Online,PS3,2011.0,Role-Playing,0.35,0.51,67.0,7.4,T
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005.0,Action,0.71,2.04,82.0,8.2,T
Metal Slug Advance,GBA,2004.0,Shooter,0.06,0.08,79.0,8.3,T
"Monsters, Inc. Scream Arena",GC,2002.0,Platform,0.29,0.37,39.0,4.7,E
Natural Doctrine,PSV,2014.0,Role-Playing,0.02,0.07,60.0,7.5,M
Enemy Front,PS3,2014.0,Shooter,0.01,0.05,43.0,6.0,M
Back to the Future: The Game,PS3,2011.0,Adventure,0.07,0.09,66.0,6.8,
NBA 2K9,X360,2008.0,Sports,1.0,1.27,84.0,7.2,E
Metro: Last Light,PS3,2013.0,Action,0.14,0.42,80.0,8.2,
King Arthur,PS2,2004.0,Action,0.07,0.13,59.0,8.0,T
World Tour Soccer 2002,PS2,2001.0,Sports,0.07,0.14,77.0,7.5,E
Digimon World Championship,DS,2008.0,Role-Playing,0.0,0.07,49.0,6.5,E
The Scorpion King: Rise of the Akkadian,PS2,2002.0,Action,0.11,0.23,47.0,7.2,T
Gradius V,PS2,2004.0,Shooter,0.05,0.09,82.0,8.5,T
TRON: Evolution,PC,2010.0,Action,0.06,0.07,57.0,6.0,T
The Guy Game,XB,2004.0,Misc,0.05,0.07,47.0,5.4,M
Tony Hawk's American Wasteland,X360,2005.0,Sports,0.28,0.32,75.0,7.2,T
Power Gig: Rise of the SixString,PS3,2010.0,Misc,0.13,0.14,36.0,0.5,T
The Crew,PC,2014.0,Racing,0.0,0.16,71.0,6.4,T
Trials Fusion,XOne,2014.0,Racing,0.12,0.24,80.0,7.1,E10+
Legacy of Kain: Defiance,PS2,2003.0,Action,0.26,0.53,75.0,9.3,M
Dead to Rights: Retribution,PS3,2010.0,Shooter,0.1,0.28,60.0,5.9,M
Syphon Filter: Dark Mirror,PSP,2006.0,Shooter,0.26,0.29,87.0,9.0,M
GRID Autosport,X360,2014.0,Racing,0.03,0.09,75.0,6.0,E
Sniper: Ghost Warrior,X360,2010.0,Shooter,0.54,1.16,45.0,5.8,M
.hack//Infection Part 1,PS2,2002.0,Role-Playing,0.49,1.27,75.0,8.5,T
Monopoly Streets,Wii,2010.0,Misc,0.23,0.72,65.0,5.2,E
Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,3.49,4.98,82.0,8.2,T
RIFT,PC,2011.0,Role-Playing,0.44,0.67,84.0,7.3,T
MXRider,PS2,2001.0,Racing,0.16,0.34,69.0,6.8,E
Combat Elite: WWII Paratroopers,PS2,,Shooter,0.03,0.06,54.0,,T
XGRA: Extreme G Racing Association,GC,2003.0,Racing,0.02,0.02,69.0,7.0,T
BloodRayne,GC,2002.0,Shooter,0.09,0.11,73.0,8.5,M
Spider-Man 3,DS,2007.0,Platform,0.41,0.47,79.0,6.5,E10+
Top Spin 3,PS3,2008.0,Action,0.08,0.57,75.0,7.5,E
Bloody Roar: Primal Fury,GC,2002.0,Fighting,0.14,0.18,75.0,8.5,T
Secret Files: Tunguska,Wii,2008.0,Adventure,0.04,0.06,65.0,7.6,T
Tiger Woods PGA Tour 07,PS2,2006.0,Sports,0.6,0.72,79.0,6.0,E
Golden Sun,GBA,2001.0,Role-Playing,0.93,1.76,91.0,9.3,E
The Italian Job,XB,2003.0,Racing,0.06,0.08,54.0,5.8,T
Legendary,X360,2008.0,Shooter,0.08,0.26,47.0,7.1,M
MLB SlugFest Loaded,PS2,2004.0,Sports,0.14,0.3,77.0,9.5,T
The Sims: Medieval,PC,2011.0,Simulation,0.28,0.69,77.0,6.1,T
Rugby World Cup 2015,PS4,2015.0,Sports,0.0,0.06,25.0,1.9,E
Aliens: Infestation,DS,2011.0,Action,0.09,0.16,76.0,8.2,T
Story of Seasons,3DS,2014.0,Simulation,0.0,0.42,76.0,8.2,E10+
MX vs. ATV Supercross,X360,2014.0,Racing,0.03,0.06,48.0,4.8,E
MDK2 Armageddon,PS2,2001.0,Shooter,0.08,0.17,80.0,8.3,T
Batman: Arkham Origins,WiiU,2013.0,Action,0.19,0.31,68.0,7.4,T
Order of War,PC,2009.0,Strategy,0.0,0.02,69.0,7.3,T
The SpongeBob SquarePants Movie,PS2,2004.0,Platform,1.06,1.76,75.0,9.0,E
Valkyrie Profile 2: Silmeria,PS2,2006.0,Role-Playing,0.04,0.47,84.0,9.0,T
SOCOM 4: U.S. Navy SEALs,PS3,2011.0,Shooter,0.66,0.89,67.0,6.3,M
NCAA Football 09 All-Play,Wii,2008.0,Sports,0.15,0.16,49.0,5.8,E
The Crew: Wild Run,PS4,2015.0,Action,0.0,0.1,73.0,6.8,T
Alex Rider: Stormbreaker,DS,,Action,0.06,0.07,48.0,6.1,T
Top Spin 3,X360,2008.0,Action,0.09,0.56,78.0,7.6,E
Class of Heroes,PSP,2008.0,Role-Playing,0.06,0.14,61.0,7.1,T
Dreamfall: The Longest Journey,XB,2006.0,Adventure,0.03,0.04,73.0,8.8,M
X-Men: Destiny,DS,2011.0,Action,0.05,0.06,33.0,5.6,E10+
Armored Core 4,PS3,2006.0,Simulation,0.09,0.2,65.0,6.8,T
Strikers 1945,PS,1998.0,Shooter,0.07,0.12,63.0,8.2,E
Rhapsody: A Musical Adventure,DS,2008.0,Role-Playing,0.05,0.05,67.0,6.8,E
Dead Rising,X360,2006.0,Action,1.16,2.08,85.0,7.6,M
WWE 2K16,XOne,2015.0,Sports,0.32,0.59,72.0,5.7,T
Senran Kagura: Estival Versus,PSV,2015.0,Action,0.04,0.18,71.0,7.4,M
Medal of Honor,X360,2010.0,Shooter,1.56,2.61,74.0,6.7,M
NCAA Football 10,PS3,2009.0,Sports,0.75,0.81,80.0,6.9,E
NCAA Football 2003,XB,2002.0,Sports,0.39,0.52,90.0,8.2,E
Disgaea 4: A Promise Unforgotten,PS3,2011.0,Role-Playing,0.27,0.57,80.0,7.8,T
The Sims 2: Castaway,PSP,2007.0,Simulation,0.08,0.79,64.0,7.3,E10+
The Legend of Zelda: Tri Force Heroes,3DS,2015.0,Action,0.53,1.12,73.0,7.6,E
Need for Speed Carbon,GC,2006.0,Racing,0.27,0.35,75.0,7.8,E10+
Dora The Explorer: Dora Saves the Snow Princess,Wii,2008.0,Platform,0.49,0.55,47.0,7.0,E
BlazBlue: Calamity Trigger,PS3,2009.0,Fighting,0.36,0.57,87.0,8.4,T
Zero Escape: Zero Time Dilemma,PSV,2016.0,Adventure,0.03,0.06,83.0,8.3,M
Call of Duty: World at War,Wii,2008.0,Shooter,1.17,1.94,83.0,7.6,M
Trivial Pursuit,PS3,2009.0,Misc,0.12,0.28,66.0,7.1,E
Halo: Combat Evolved Anniversary,X360,2011.0,Shooter,1.44,2.4,82.0,8.1,M
NFL Fever 2004,XB,2003.0,Sports,0.24,0.32,74.0,8.8,E
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005.0,Action,0.15,0.18,65.0,7.5,E10+
Kinect Adventures!,X360,2010.0,Misc,15.0,21.81,61.0,6.3,E
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003.0,Sports,0.04,0.05,80.0,8.8,E
NCAA Football 09,X360,2008.0,Sports,0.65,0.71,83.0,7.7,E
Dynasty Warriors 4,XB,2003.0,Action,0.12,0.16,75.0,8.8,T
Magna Carta 2,X360,2009.0,Role-Playing,0.13,0.3,69.0,7.0,T
Reader Rabbit 1st Grade,Wii,2010.0,Misc,0.06,0.07,,,E
The Legend of Zelda: The Minish Cap,GBA,2004.0,Action,0.89,1.42,89.0,9.0,E
Academy of Champions: Soccer,Wii,2009.0,Sports,0.09,0.12,64.0,6.8,E
Just Cause,PC,2006.0,Action,0.0,0.02,75.0,7.3,M
The Legend of Spyro: Dawn of the Dragon,X360,2008.0,Platform,0.16,0.31,62.0,7.2,E10+
Knight's Apprentice: Memorick's Adventures,XB,2004.0,Action,0.02,0.02,53.0,4.5,T
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,1.15,3.0,73.0,9.2,T
Arcania: Gothic 4,PC,2010.0,Role-Playing,0.09,0.19,63.0,4.4,T
EA Sports UFC 2,PS4,2016.0,Sports,0.29,0.93,79.0,6.2,T
Pro Evolution Soccer 2011 3D,3DS,2011.0,Sports,0.11,0.38,73.0,6.7,E
RACE On,PC,2009.0,Racing,0.0,0.03,73.0,8.2,E
Need for Speed: Hot Pursuit,PC,2010.0,Racing,0.12,0.37,86.0,6.7,E10+
Warriors of Might and Magic,PS2,2001.0,Adventure,0.09,0.17,49.0,4.5,T
Duke Nukem Forever,X360,2011.0,Shooter,0.52,0.83,49.0,4.4,M
Sonic Boom: Shattered Crystal,3DS,2014.0,Action,0.17,0.29,47.0,6.3,E
Tak and the Guardians of Gross,Wii,2008.0,Action,0.14,0.16,63.0,8.0,E10+
Metal Gear Solid: Portable Ops,PSP,2006.0,Action,0.38,1.18,87.0,8.2,M
TimeSplitters: Future Perfect,PS2,2005.0,Shooter,0.12,0.24,84.0,9.1,M
Shining Soul II,GBA,2003.0,Role-Playing,0.06,0.08,74.0,8.3,E
Buffy the Vampire Slayer,XB,2002.0,Action,0.18,0.23,79.0,9.1,T
Need for Speed: Shift,PSP,2009.0,Racing,0.16,0.74,69.0,6.5,E
Kingdom Hearts Re:coded,DS,2010.0,Role-Playing,0.53,0.93,66.0,7.0,E10+
Final Fantasy Anthology,PS,1999.0,Role-Playing,0.45,0.8,80.0,8.1,T
Cosmic Family,Wii,2007.0,Misc,0.07,0.08,54.0,5.7,E
Mega Man Zero 2,GBA,2003.0,Platform,0.18,0.43,81.0,8.6,E
Crash: Twinsanity,PS2,2004.0,Platform,0.32,0.64,64.0,8.0,E
Forza Motorsport 6,XOne,2015.0,Racing,0.73,1.8,87.0,7.9,E
Spider-Man: Friend or Foe,Wii,2007.0,Action,0.13,0.14,59.0,8.0,E10+
Overlord: Dark Legend,Wii,2009.0,Action,0.11,0.37,68.0,7.9,T
Tony Hawk's American Sk8land,GBA,2005.0,Sports,0.17,0.24,64.0,5.4,E
Bejeweled 3,PC,2010.0,Puzzle,0.02,0.08,82.0,8.1,E
Crysis 3,PC,2013.0,Shooter,0.17,0.63,76.0,6.5,M
GripShift,PSP,2005.0,Racing,0.08,0.09,70.0,8.7,E
Hunter: The Reckoning,GC,2002.0,Action,0.08,0.1,70.0,7.6,M
Charlie and the Chocolate Factory,GC,2005.0,Adventure,0.14,0.18,39.0,3.2,E
Zathura,PS2,2005.0,Adventure,0.06,0.12,43.0,2.0,E10+
Insecticide,DS,2008.0,Action,0.06,0.06,55.0,7.0,E10+
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004.0,Action,0.06,0.08,78.0,8.0,T
Sherlock Holmes: The Devil's Daughter,PS4,2016.0,Adventure,0.01,0.01,70.0,6.8,T
Darksiders,PS3,2010.0,Action,0.01,0.02,82.0,7.9,M
NFL Head Coach,XB,2006.0,Sports,0.09,0.12,69.0,7.1,E
Hitman: Absolution,PC,2012.0,Action,0.03,0.24,79.0,7.0,M
Burnout Paradise,X360,2008.0,Racing,0.63,1.35,88.0,6.9,E10+
Tom Clancy's Rainbow Six 3,GC,2004.0,Shooter,0.04,0.06,68.0,8.2,M
1 vs. 100,DS,2008.0,Misc,0.08,0.08,38.0,3.2,E
"Warhammer 40,000: Dawn of War",PC,2004.0,Strategy,0.01,0.05,86.0,8.8,M
NFL Street 2,XB,2004.0,Sports,0.36,0.48,78.0,6.5,E
Metal Gear Rising: Revengeance,X360,2013.0,Action,0.3,0.48,82.0,7.8,M
G-Force,PS3,2009.0,Action,0.13,0.22,68.0,7.6,E10+
Fatal Frame,PS2,2001.0,Action,0.07,0.14,74.0,8.9,T
Hot Wheels World Race,GC,2003.0,Racing,0.13,0.16,59.0,7.0,E
Earthworm Jim,GBA,2001.0,Platform,0.2,0.29,72.0,5.7,E
Dewy's Adventure,Wii,2007.0,Platform,0.14,0.16,67.0,6.3,E
Advance Wars: Dual Strike,DS,2005.0,Strategy,0.3,0.39,90.0,9.0,E
The Dukes of Hazzard: Return of the General Lee,PS2,2004.0,Racing,0.11,0.21,52.0,6.8,E
Final Fantasy Fables: Chocobo Tales,DS,2006.0,Adventure,0.1,0.24,75.0,7.4,E
Real Time Conflict: Shogun Empires,DS,2005.0,Strategy,0.06,0.07,35.0,5.6,E10+
Major League Baseball 2K8 Fantasy All-Stars,DS,2008.0,Sports,0.11,0.12,59.0,7.0,E
Gauntlet: Seven Sorrows,XB,2005.0,Role-Playing,0.14,0.18,61.0,7.8,T
Naruto Shippuden: Kizuna Drive,PSP,2010.0,Action,0.04,0.13,57.0,5.0,T
The Haunted: Hell's Reach,PC,2011.0,Shooter,0.02,0.02,51.0,7.6,M
Suikoden II,PS,1998.0,Role-Playing,0.15,0.68,82.0,8.4,T
Sniper Elite V2,WiiU,2013.0,Shooter,0.0,0.02,58.0,5.8,M
Sonic Rush Adventure,DS,2007.0,Platform,0.53,1.15,78.0,8.2,E
Romance of the Three Kingdoms IX,PS2,2003.0,Strategy,0.03,0.07,74.0,8.9,E
Criminal Girls: Invite Only,PSV,2013.0,Role-Playing,0.01,0.06,55.0,6.7,M
